,year,month,ticket_geo_region_name,ticket_taxonomy_tag_name,No_of_tickets
5424,2020,1,Sicilia,Personal trainer,229
5425,2020,1,Sicilia,Psicologo,331
5426,2020,1,Sicilia,Riparazione console videogiochi,42
5427,2020,1,Sicilia,Sgombero cantine e soffitte,6
5428,2020,1,Toscana,Aria Condizionata,238
5429,2020,1,Toscana,Cura giardino,44
5430,2020,1,Toscana,Imbianchino,161
5431,2020,1,Toscana,Installazione pannelli solari,24
5432,2020,1,Toscana,Installazione piscina,24
5433,2020,1,Toscana,Installazione tende da sole,19
5434,2020,1,Toscana,Installazione zanzariera,11
5435,2020,1,Toscana,Lezioni di inglese,356
5436,2020,1,Toscana,Personal trainer,341
5437,2020,1,Toscana,Psicologo,378
5438,2020,1,Toscana,Riparazione console videogiochi,18
5439,2020,1,Toscana,Sgombero cantine e soffitte,25
5440,2020,1,Trentino-Alto Adige,Aria Condizionata,30
5441,2020,1,Trentino-Alto Adige,Cura giardino,5
5442,2020,1,Trentino-Alto Adige,Imbianchino,45
5443,2020,1,Trentino-Alto Adige,Installazione pannelli solari,2
5444,2020,1,Trentino-Alto Adige,Installazione piscina,1
5445,2020,1,Trentino-Alto Adige,Installazione tende da sole,4
5446,2020,1,Trentino-Alto Adige,Installazione zanzariera,4
5447,2020,1,Trentino-Alto Adige,Lezioni di inglese,69
5448,2020,1,Trentino-Alto Adige,Personal trainer,69
5449,2020,1,Trentino-Alto Adige,Psicologo,87
5450,2020,1,Trentino-Alto Adige,Riparazione console videogiochi,11
5451,2020,1,Trentino-Alto Adige,Sgombero cantine e soffitte,8
5452,2020,1,Umbria,Aria Condizionata,30
5453,2020,1,Umbria,Cura giardino,11
5454,2020,1,Umbria,Imbianchino,15
5455,2020,1,Umbria,Installazione pannelli solari,6
5456,2020,1,Umbria,Installazione piscina,5
5457,2020,1,Umbria,Installazione tende da sole,2
5458,2020,1,Umbria,Installazione zanzariera,4
5459,2020,1,Umbria,Lezioni di inglese,60
5460,2020,1,Umbria,Personal trainer,56
5461,2020,1,Umbria,Psicologo,48
5462,2020,1,Umbria,Riparazione console videogiochi,19
5463,2020,1,Umbria,Sgombero cantine e soffitte,5
5464,2020,1,Valle d'Aosta,Aria Condizionata,3
5465,2020,1,Valle d'Aosta,Cura giardino,1
5466,2020,1,Valle d'Aosta,Imbianchino,1
5467,2020,1,Valle d'Aosta,Lezioni di inglese,2
5468,2020,1,Valle d'Aosta,Personal trainer,2
5469,2020,1,Valle d'Aosta,Psicologo,8
5470,2020,1,Valle d'Aosta,Riparazione console videogiochi,1
5471,2020,1,Veneto,Aria Condizionata,206
5472,2020,1,Veneto,Cura giardino,49
5473,2020,1,Veneto,Imbianchino,243
5474,2020,1,Veneto,Installazione barbecue,1
5475,2020,1,Veneto,Installazione pannelli solari,28
5476,2020,1,Veneto,Installazione piscina,10
5477,2020,1,Veneto,Installazione tende da sole,22
5478,2020,1,Veneto,Installazione zanzariera,18
5479,2020,1,Veneto,Lezioni di inglese,415
5480,2020,1,Veneto,Personal trainer,321
5481,2020,1,Veneto,Psicologo,439
5482,2020,1,Veneto,Riparazione console videogiochi,34
5483,2020,1,Veneto,Sgombero cantine e soffitte,16
5484,2020,2,Abruzzo,Aria Condizionata,42
5485,2020,2,Abruzzo,Cura giardino,15
5486,2020,2,Abruzzo,Imbianchino,44
5487,2020,2,Abruzzo,Installazione pannelli solari,6
5488,2020,2,Abruzzo,Installazione piscina,15
5489,2020,2,Abruzzo,Installazione tende da sole,8
5490,2020,2,Abruzzo,Installazione zanzariera,6
5491,2020,2,Abruzzo,Lezioni di inglese,67
5492,2020,2,Abruzzo,Personal trainer,63
5493,2020,2,Abruzzo,Psicologo,78
5494,2020,2,Abruzzo,Riparazione console videogiochi,13
5495,2020,2,Abruzzo,Sgombero cantine e soffitte,3
5496,2020,2,Basilicata,Aria Condizionata,6
5497,2020,2,Basilicata,Cura giardino,1
5498,2020,2,Basilicata,Imbianchino,7
5499,2020,2,Basilicata,Installazione pannelli solari,9
5500,2020,2,Basilicata,Installazione piscina,9
5501,2020,2,Basilicata,Installazione zanzariera,3
5502,2020,2,Basilicata,Lezioni di inglese,13
5503,2020,2,Basilicata,Personal trainer,7
5504,2020,2,Basilicata,Psicologo,16
5505,2020,2,Basilicata,Sgombero cantine e soffitte,4
5506,2020,2,Calabria,Aria Condizionata,25
5507,2020,2,Calabria,Cura giardino,6
5508,2020,2,Calabria,Imbianchino,27
5509,2020,2,Calabria,Installazione pannelli solari,15
5510,2020,2,Calabria,Installazione piscina,23
5511,2020,2,Calabria,Installazione tende da sole,4
5512,2020,2,Calabria,Installazione zanzariera,5
5513,2020,2,Calabria,Lezioni di inglese,53
5514,2020,2,Calabria,Personal trainer,52
5515,2020,2,Calabria,Psicologo,81
5516,2020,2,Calabria,Riparazione console videogiochi,4
5517,2020,2,Calabria,Sgombero cantine e soffitte,2
5518,2020,2,Campania,Aria Condizionata,99
5519,2020,2,Campania,Cura giardino,25
5520,2020,2,Campania,Imbianchino,160
5521,2020,2,Campania,Installazione pannelli solari,29
5522,2020,2,Campania,Installazione piscina,57
5523,2020,2,Campania,Installazione tende da sole,7
5524,2020,2,Campania,Installazione zanzariera,12
5525,2020,2,Campania,Lezioni di inglese,278
5526,2020,2,Campania,Personal trainer,281
5527,2020,2,Campania,Psicologo,476
5528,2020,2,Campania,Riparazione console videogiochi,28
5529,2020,2,Campania,Sgombero cantine e soffitte,15
5530,2020,2,Emilia-Romagna,Aria Condizionata,342
5531,2020,2,Emilia-Romagna,Cura giardino,74
5532,2020,2,Emilia-Romagna,Imbianchino,355
5533,2020,2,Emilia-Romagna,Installazione barbecue,1
5534,2020,2,Emilia-Romagna,Installazione pannelli solari,36
5535,2020,2,Emilia-Romagna,Installazione piscina,49
5536,2020,2,Emilia-Romagna,Installazione tende da sole,57
5537,2020,2,Emilia-Romagna,Installazione zanzariera,57
5538,2020,2,Emilia-Romagna,Lezioni di inglese,334
5539,2020,2,Emilia-Romagna,Personal trainer,378
5540,2020,2,Emilia-Romagna,Psicologo,541
5541,2020,2,Emilia-Romagna,Riparazione console videogiochi,52
5542,2020,2,Emilia-Romagna,Sgombero cantine e soffitte,55
5543,2020,2,Friuli Venezia Giulia,Aria Condizionata,57
5544,2020,2,Friuli Venezia Giulia,Cura giardino,21
5545,2020,2,Friuli Venezia Giulia,Imbianchino,75
5546,2020,2,Friuli Venezia Giulia,Installazione pannelli solari,7
5547,2020,2,Friuli Venezia Giulia,Installazione piscina,4
5548,2020,2,Friuli Venezia Giulia,Installazione tende da sole,8
5549,2020,2,Friuli Venezia Giulia,Installazione zanzariera,14
5550,2020,2,Friuli Venezia Giulia,Lezioni di inglese,38
5551,2020,2,Friuli Venezia Giulia,Personal trainer,84
5552,2020,2,Friuli Venezia Giulia,Psicologo,73
5553,2020,2,Friuli Venezia Giulia,Riparazione console videogiochi,4
5554,2020,2,Friuli Venezia Giulia,Sgombero cantine e soffitte,9
5555,2020,2,Lazio,Aria Condizionata,320
5556,2020,2,Lazio,Cura giardino,85
5557,2020,2,Lazio,Imbianchino,338
5558,2020,2,Lazio,Installazione barbecue,2
5559,2020,2,Lazio,Installazione pannelli solari,55
5560,2020,2,Lazio,Installazione piscina,60
5561,2020,2,Lazio,Installazione tende da sole,52
5562,2020,2,Lazio,Installazione zanzariera,42
5563,2020,2,Lazio,Lezioni di inglese,340
5564,2020,2,Lazio,Personal trainer,393
5565,2020,2,Lazio,Psicologo,695
5566,2020,2,Lazio,Riparazione console videogiochi,80
5567,2020,2,Lazio,Sgombero cantine e soffitte,101
5568,2020,2,Liguria,Aria Condizionata,152
5569,2020,2,Liguria,Cura giardino,12
5570,2020,2,Liguria,Imbianchino,85
5571,2020,2,Liguria,Installazione pannelli solari,9
5572,2020,2,Liguria,Installazione piscina,11
5573,2020,2,Liguria,Installazione tende da sole,24
5574,2020,2,Liguria,Installazione zanzariera,13
5575,2020,2,Liguria,Lezioni di inglese,85
5576,2020,2,Liguria,Personal trainer,75
5577,2020,2,Liguria,Psicologo,110
5578,2020,2,Liguria,Riparazione console videogiochi,20
5579,2020,2,Liguria,Sgombero cantine e soffitte,15
5580,2020,2,Lombardia,Aria Condizionata,893
5581,2020,2,Lombardia,Cura giardino,186
5582,2020,2,Lombardia,Imbianchino,835
5583,2020,2,Lombardia,Installazione pannelli solari,51
5584,2020,2,Lombardia,Installazione piscina,77
5585,2020,2,Lombardia,Installazione tende da sole,89
5586,2020,2,Lombardia,Installazione zanzariera,157
5587,2020,2,Lombardia,Lezioni di inglese,775
5588,2020,2,Lombardia,Personal trainer,805
5589,2020,2,Lombardia,Psicologo,1116
5590,2020,2,Lombardia,Riparazione console videogiochi,84
5591,2020,2,Lombardia,Sgombero cantine e soffitte,91
5592,2020,2,Marche,Aria Condizionata,67
5593,2020,2,Marche,Cura giardino,8
5594,2020,2,Marche,Imbianchino,69
5595,2020,2,Marche,Installazione barbecue,1
5596,2020,2,Marche,Installazione pannelli solari,16
5597,2020,2,Marche,Installazione piscina,17
5598,2020,2,Marche,Installazione tende da sole,5
5599,2020,2,Marche,Installazione zanzariera,15
5600,2020,2,Marche,Lezioni di inglese,69
5601,2020,2,Marche,Personal trainer,65
5602,2020,2,Marche,Psicologo,110
5603,2020,2,Marche,Riparazione console videogiochi,5
5604,2020,2,Marche,Sgombero cantine e soffitte,13
5605,2020,2,Molise,Aria Condizionata,5
5606,2020,2,Molise,Imbianchino,8
5607,2020,2,Molise,Installazione pannelli solari,1
5608,2020,2,Molise,Installazione piscina,1
5609,2020,2,Molise,Lezioni di inglese,3
5610,2020,2,Molise,Personal trainer,10
5611,2020,2,Molise,Psicologo,9
5612,2020,2,Molise,Sgombero cantine e soffitte,1
5613,2020,2,Piemonte,Aria Condizionata,310
5614,2020,2,Piemonte,Cura giardino,47
5615,2020,2,Piemonte,Imbianchino,246
5616,2020,2,Piemonte,Installazione pannelli solari,23
5617,2020,2,Piemonte,Installazione piscina,42
5618,2020,2,Piemonte,Installazione tende da sole,27
5619,2020,2,Piemonte,Installazione zanzariera,23
5620,2020,2,Piemonte,Lezioni di inglese,218
5621,2020,2,Piemonte,Personal trainer,302
5622,2020,2,Piemonte,Psicologo,428
5623,2020,2,Piemonte,Riparazione console videogiochi,35
5624,2020,2,Piemonte,Sgombero cantine e soffitte,49
5625,2020,2,Puglia,Aria Condizionata,76
5626,2020,2,Puglia,Cura giardino,17
5627,2020,2,Puglia,Imbianchino,89
5628,2020,2,Puglia,Installazione barbecue,2
5629,2020,2,Puglia,Installazione pannelli solari,31
5630,2020,2,Puglia,Installazione piscina,72
5631,2020,2,Puglia,Installazione tende da sole,14
5632,2020,2,Puglia,Installazione zanzariera,10
5633,2020,2,Puglia,Lezioni di inglese,154
5634,2020,2,Puglia,Personal trainer,163
5635,2020,2,Puglia,Psicologo,247
5636,2020,2,Puglia,Riparazione console videogiochi,11
5637,2020,2,Puglia,Sgombero cantine e soffitte,12
5638,2020,2,Sardegna,Aria Condizionata,93
5639,2020,2,Sardegna,Cura giardino,10
5640,2020,2,Sardegna,Imbianchino,58
5641,2020,2,Sardegna,Installazione barbecue,2
5642,2020,2,Sardegna,Installazione pannelli solari,30
5643,2020,2,Sardegna,Installazione piscina,13
5644,2020,2,Sardegna,Installazione tende da sole,4
5645,2020,2,Sardegna,Installazione zanzariera,10
5646,2020,2,Sardegna,Lezioni di inglese,84
5647,2020,2,Sardegna,Personal trainer,84
5648,2020,2,Sardegna,Psicologo,97
5649,2020,2,Sardegna,Riparazione console videogiochi,10
5650,2020,2,Sardegna,Sgombero cantine e soffitte,4
5651,2020,2,Sicilia,Aria Condizionata,104
5652,2020,2,Sicilia,Cura giardino,34
5653,2020,2,Sicilia,Imbianchino,103
5654,2020,2,Sicilia,Installazione barbecue,1
5655,2020,2,Sicilia,Installazione pannelli solari,69
5656,2020,2,Sicilia,Installazione piscina,41
5657,2020,2,Sicilia,Installazione tende da sole,13
5658,2020,2,Sicilia,Installazione zanzariera,10
5659,2020,2,Sicilia,Lezioni di inglese,198
5660,2020,2,Sicilia,Personal trainer,176
5661,2020,2,Sicilia,Psicologo,273
5662,2020,2,Sicilia,Riparazione console videogiochi,22
5663,2020,2,Sicilia,Sgombero cantine e soffitte,9
5664,2020,2,Toscana,Aria Condizionata,249
5665,2020,2,Toscana,Cura giardino,74
5666,2020,2,Toscana,Imbianchino,173
5667,2020,2,Toscana,Installazione pannelli solari,26
5668,2020,2,Toscana,Installazione piscina,20
5669,2020,2,Toscana,Installazione tende da sole,29
5670,2020,2,Toscana,Installazione zanzariera,27
5671,2020,2,Toscana,Lezioni di inglese,270
5672,2020,2,Toscana,Personal trainer,264
5673,2020,2,Toscana,Psicologo,351
5674,2020,2,Toscana,Riparazione console videogiochi,23
5675,2020,2,Toscana,Sgombero cantine e soffitte,36
5676,2020,2,Trentino-Alto Adige,Aria Condizionata,47
5677,2020,2,Trentino-Alto Adige,Cura giardino,9
5678,2020,2,Trentino-Alto Adige,Imbianchino,42
5679,2020,2,Trentino-Alto Adige,Installazione pannelli solari,2
5680,2020,2,Trentino-Alto Adige,Installazione piscina,2
5681,2020,2,Trentino-Alto Adige,Installazione tende da sole,6
5682,2020,2,Trentino-Alto Adige,Installazione zanzariera,8
5683,2020,2,Trentino-Alto Adige,Lezioni di inglese,42
5684,2020,2,Trentino-Alto Adige,Personal trainer,42
5685,2020,2,Trentino-Alto Adige,Psicologo,67
5686,2020,2,Trentino-Alto Adige,Riparazione console videogiochi,4
5687,2020,2,Trentino-Alto Adige,Sgombero cantine e soffitte,7
5688,2020,2,Umbria,Aria Condizionata,22
5689,2020,2,Umbria,Cura giardino,9
5690,2020,2,Umbria,Imbianchino,33
5691,2020,2,Umbria,Installazione pannelli solari,10
5692,2020,2,Umbria,Installazione piscina,11
5693,2020,2,Umbria,Installazione tende da sole,3
5694,2020,2,Umbria,Installazione zanzariera,7
5695,2020,2,Umbria,Lezioni di inglese,52
5696,2020,2,Umbria,Personal trainer,40
5697,2020,2,Umbria,Psicologo,54
5698,2020,2,Umbria,Riparazione console videogiochi,5
5699,2020,2,Umbria,Sgombero cantine e soffitte,8
5700,2020,2,Valle d'Aosta,Aria Condizionata,8
5701,2020,2,Valle d'Aosta,Imbianchino,5
5702,2020,2,Valle d'Aosta,Installazione pannelli solari,1
5703,2020,2,Valle d'Aosta,Lezioni di inglese,5
5704,2020,2,Valle d'Aosta,Personal trainer,10
5705,2020,2,Valle d'Aosta,Psicologo,7
5706,2020,2,Veneto,Aria Condizionata,256
5707,2020,2,Veneto,Cura giardino,88
5708,2020,2,Veneto,Imbianchino,329
5709,2020,2,Veneto,Installazione pannelli solari,39
5710,2020,2,Veneto,Installazione piscina,42
5711,2020,2,Veneto,Installazione tende da sole,38
5712,2020,2,Veneto,Installazione zanzariera,36
5713,2020,2,Veneto,Lezioni di inglese,334
5714,2020,2,Veneto,Personal trainer,271
5715,2020,2,Veneto,Psicologo,407
5716,2020,2,Veneto,Riparazione console videogiochi,39
5717,2020,2,Veneto,Sgombero cantine e soffitte,16
5718,2020,3,Abruzzo,Aria Condizionata,36
5719,2020,3,Abruzzo,Cura giardino,6
5720,2020,3,Abruzzo,Imbianchino,28
5721,2020,3,Abruzzo,Installazione pannelli solari,3
5722,2020,3,Abruzzo,Installazione piscina,19
5723,2020,3,Abruzzo,Installazione tende da sole,4
5724,2020,3,Abruzzo,Installazione zanzariera,3
5725,2020,3,Abruzzo,Lezioni di inglese,11
5726,2020,3,Abruzzo,Personal trainer,35
5727,2020,3,Abruzzo,Psicologo,58
5728,2020,3,Abruzzo,Riparazione console videogiochi,15
5729,2020,3,Abruzzo,Sgombero cantine e soffitte,4
5730,2020,3,Basilicata,Aria Condizionata,10
5731,2020,3,Basilicata,Cura giardino,4
5732,2020,3,Basilicata,Imbianchino,10
5733,2020,3,Basilicata,Installazione pannelli solari,1
5734,2020,3,Basilicata,Installazione piscina,4
5735,2020,3,Basilicata,Installazione zanzariera,1
5736,2020,3,Basilicata,Lezioni di inglese,5
5737,2020,3,Basilicata,Personal trainer,8
5738,2020,3,Basilicata,Psicologo,6
5739,2020,3,Basilicata,Riparazione console videogiochi,1
5740,2020,3,Basilicata,Sgombero cantine e soffitte,1
5741,2020,3,Calabria,Aria Condizionata,33
5742,2020,3,Calabria,Cura giardino,3
5743,2020,3,Calabria,Imbianchino,22
5744,2020,3,Calabria,Installazione pannelli solari,6
5745,2020,3,Calabria,Installazione piscina,39
5746,2020,3,Calabria,Installazione tende da sole,5
5747,2020,3,Calabria,Installazione zanzariera,3
5748,2020,3,Calabria,Lezioni di inglese,12
5749,2020,3,Calabria,Personal trainer,23
5750,2020,3,Calabria,Psicologo,42
5751,2020,3,Calabria,Riparazione console videogiochi,6
5752,2020,3,Calabria,Sgombero cantine e soffitte,4
5753,2020,3,Campania,Aria Condizionata,112
5754,2020,3,Campania,Cura giardino,7
5755,2020,3,Campania,Imbianchino,108
5756,2020,3,Campania,Installazione pannelli solari,13
5757,2020,3,Campania,Installazione piscina,109
5758,2020,3,Campania,Installazione tende da sole,13
5759,2020,3,Campania,Installazione zanzariera,7
5760,2020,3,Campania,Lezioni di inglese,29
5761,2020,3,Campania,Personal trainer,151
5762,2020,3,Campania,Psicologo,238
5763,2020,3,Campania,Riparazione console videogiochi,64
5764,2020,3,Campania,Sgombero cantine e soffitte,4
5765,2020,3,Emilia-Romagna,Aria Condizionata,227
5766,2020,3,Emilia-Romagna,Cura giardino,65
5767,2020,3,Emilia-Romagna,Imbianchino,214
5768,2020,3,Emilia-Romagna,Installazione pannelli solari,21
5769,2020,3,Emilia-Romagna,Installazione piscina,60
5770,2020,3,Emilia-Romagna,Installazione tende da sole,24
5771,2020,3,Emilia-Romagna,Installazione zanzariera,40
5772,2020,3,Emilia-Romagna,Lezioni di inglese,42
5773,2020,3,Emilia-Romagna,Personal trainer,179
5774,2020,3,Emilia-Romagna,Psicologo,274
5775,2020,3,Emilia-Romagna,Riparazione console videogiochi,76
5776,2020,3,Emilia-Romagna,Sgombero cantine e soffitte,26
5777,2020,3,Friuli Venezia Giulia,Aria Condizionata,56
5778,2020,3,Friuli Venezia Giulia,Cura giardino,18
5779,2020,3,Friuli Venezia Giulia,Imbianchino,42
5780,2020,3,Friuli Venezia Giulia,Installazione pannelli solari,6
5781,2020,3,Friuli Venezia Giulia,Installazione piscina,18
5782,2020,3,Friuli Venezia Giulia,Installazione tende da sole,4
5783,2020,3,Friuli Venezia Giulia,Installazione zanzariera,6
5784,2020,3,Friuli Venezia Giulia,Lezioni di inglese,12
5785,2020,3,Friuli Venezia Giulia,Personal trainer,43
5786,2020,3,Friuli Venezia Giulia,Psicologo,40
5787,2020,3,Friuli Venezia Giulia,Riparazione console videogiochi,7
5788,2020,3,Friuli Venezia Giulia,Sgombero cantine e soffitte,7
5789,2020,3,Lazio,Aria Condizionata,236
5790,2020,3,Lazio,Cura giardino,69
5791,2020,3,Lazio,Imbianchino,244
5792,2020,3,Lazio,Installazione pannelli solari,24
5793,2020,3,Lazio,Installazione piscina,105
5794,2020,3,Lazio,Installazione tende da sole,29
5795,2020,3,Lazio,Installazione zanzariera,43
5796,2020,3,Lazio,Lezioni di inglese,86
5797,2020,3,Lazio,Personal trainer,215
5798,2020,3,Lazio,Psicologo,275
5799,2020,3,Lazio,Riparazione console videogiochi,171
5800,2020,3,Lazio,Sgombero cantine e soffitte,35
5801,2020,3,Liguria,Aria Condizionata,105
5802,2020,3,Liguria,Cura giardino,13
5803,2020,3,Liguria,Imbianchino,51
5804,2020,3,Liguria,Installazione pannelli solari,9
5805,2020,3,Liguria,Installazione piscina,13
5806,2020,3,Liguria,Installazione tende da sole,10
5807,2020,3,Liguria,Installazione zanzariera,17
5808,2020,3,Liguria,Lezioni di inglese,14
5809,2020,3,Liguria,Personal trainer,50
5810,2020,3,Liguria,Psicologo,66
5811,2020,3,Liguria,Riparazione console videogiochi,22
5812,2020,3,Liguria,Sgombero cantine e soffitte,10
5813,2020,3,Lombardia,Aria Condizionata,652
5814,2020,3,Lombardia,Cura giardino,144
5815,2020,3,Lombardia,Imbianchino,481
5816,2020,3,Lombardia,Installazione barbecue,4
5817,2020,3,Lombardia,Installazione pannelli solari,27
5818,2020,3,Lombardia,Installazione piscina,121
5819,2020,3,Lombardia,Installazione tende da sole,54
5820,2020,3,Lombardia,Installazione zanzariera,88
5821,2020,3,Lombardia,Lezioni di inglese,136
5822,2020,3,Lombardia,Personal trainer,427
5823,2020,3,Lombardia,Psicologo,553
5824,2020,3,Lombardia,Riparazione console videogiochi,134
5825,2020,3,Lombardia,Sgombero cantine e soffitte,47
5826,2020,3,Marche,Aria Condizionata,39
5827,2020,3,Marche,Cura giardino,15
5828,2020,3,Marche,Imbianchino,43
5829,2020,3,Marche,Installazione piscina,27
5830,2020,3,Marche,Installazione tende da sole,9
5831,2020,3,Marche,Installazione zanzariera,12
5832,2020,3,Marche,Lezioni di inglese,14
5833,2020,3,Marche,Personal trainer,52
5834,2020,3,Marche,Psicologo,50
5835,2020,3,Marche,Riparazione console videogiochi,9
5836,2020,3,Marche,Sgombero cantine e soffitte,7
5837,2020,3,Molise,Imbianchino,5
5838,2020,3,Molise,Installazione pannelli solari,2
5839,2020,3,Molise,Installazione piscina,5
5840,2020,3,Molise,Installazione zanzariera,2
5841,2020,3,Molise,Personal trainer,5
5842,2020,3,Molise,Psicologo,6
5843,2020,3,Piemonte,Aria Condizionata,264
5844,2020,3,Piemonte,Cura giardino,46
5845,2020,3,Piemonte,Imbianchino,135
5846,2020,3,Piemonte,Installazione barbecue,2
5847,2020,3,Piemonte,Installazione pannelli solari,17
5848,2020,3,Piemonte,Installazione piscina,50
5849,2020,3,Piemonte,Installazione tende da sole,11
5850,2020,3,Piemonte,Installazione zanzariera,25
5851,2020,3,Piemonte,Lezioni di inglese,39
5852,2020,3,Piemonte,Personal trainer,157
5853,2020,3,Piemonte,Psicologo,188
5854,2020,3,Piemonte,Riparazione console videogiochi,43
5855,2020,3,Piemonte,Sgombero cantine e soffitte,28
5856,2020,3,Puglia,Aria Condizionata,74
5857,2020,3,Puglia,Cura giardino,11
5858,2020,3,Puglia,Imbianchino,63
5859,2020,3,Puglia,Installazione pannelli solari,28
5860,2020,3,Puglia,Installazione piscina,96
5861,2020,3,Puglia,Installazione tende da sole,7
5862,2020,3,Puglia,Installazione zanzariera,5
5863,2020,3,Puglia,Lezioni di inglese,31
5864,2020,3,Puglia,Personal trainer,83
5865,2020,3,Puglia,Psicologo,116
5866,2020,3,Puglia,Riparazione console videogiochi,32
5867,2020,3,Puglia,Sgombero cantine e soffitte,8
5868,2020,3,Sardegna,Aria Condizionata,51
5869,2020,3,Sardegna,Cura giardino,9
5870,2020,3,Sardegna,Imbianchino,36
5871,2020,3,Sardegna,Installazione pannelli solari,14
5872,2020,3,Sardegna,Installazione piscina,14
5873,2020,3,Sardegna,Installazione tende da sole,1
5874,2020,3,Sardegna,Installazione zanzariera,5
5875,2020,3,Sardegna,Lezioni di inglese,9
5876,2020,3,Sardegna,Personal trainer,43
5877,2020,3,Sardegna,Psicologo,59
5878,2020,3,Sardegna,Riparazione console videogiochi,13
5879,2020,3,Sardegna,Sgombero cantine e soffitte,8
5880,2020,3,Sicilia,Aria Condizionata,77
5881,2020,3,Sicilia,Cura giardino,16
5882,2020,3,Sicilia,Imbianchino,69
5883,2020,3,Sicilia,Installazione pannelli solari,37
5884,2020,3,Sicilia,Installazione piscina,92
5885,2020,3,Sicilia,Installazione tende da sole,13
5886,2020,3,Sicilia,Installazione zanzariera,6
5887,2020,3,Sicilia,Lezioni di inglese,29
5888,2020,3,Sicilia,Personal trainer,105
5889,2020,3,Sicilia,Psicologo,149
5890,2020,3,Sicilia,Riparazione console videogiochi,52
5891,2020,3,Sicilia,Sgombero cantine e soffitte,3
5892,2020,3,Toscana,Aria Condizionata,153
5893,2020,3,Toscana,Cura giardino,37
5894,2020,3,Toscana,Imbianchino,135
5895,2020,3,Toscana,Installazione pannelli solari,17
5896,2020,3,Toscana,Installazione piscina,50
5897,2020,3,Toscana,Installazione tende da sole,14
5898,2020,3,Toscana,Installazione zanzariera,33
5899,2020,3,Toscana,Lezioni di inglese,52
5900,2020,3,Toscana,Personal trainer,130
5901,2020,3,Toscana,Psicologo,149
5902,2020,3,Toscana,Riparazione console videogiochi,39
5903,2020,3,Toscana,Sgombero cantine e soffitte,17
5904,2020,3,Trentino-Alto Adige,Aria Condizionata,37
5905,2020,3,Trentino-Alto Adige,Cura giardino,7
5906,2020,3,Trentino-Alto Adige,Imbianchino,15
5907,2020,3,Trentino-Alto Adige,Installazione piscina,6
5908,2020,3,Trentino-Alto Adige,Installazione tende da sole,8
5909,2020,3,Trentino-Alto Adige,Installazione zanzariera,5
5910,2020,3,Trentino-Alto Adige,Lezioni di inglese,1
5911,2020,3,Trentino-Alto Adige,Personal trainer,26
5912,2020,3,Trentino-Alto Adige,Psicologo,25
5913,2020,3,Trentino-Alto Adige,Riparazione console videogiochi,12
5914,2020,3,Trentino-Alto Adige,Sgombero cantine e soffitte,1
5915,2020,3,Umbria,Aria Condizionata,31
5916,2020,3,Umbria,Cura giardino,12
5917,2020,3,Umbria,Imbianchino,16
5918,2020,3,Umbria,Installazione pannelli solari,4
5919,2020,3,Umbria,Installazione piscina,25
5920,2020,3,Umbria,Installazione tende da sole,5
5921,2020,3,Umbria,Installazione zanzariera,8
5922,2020,3,Umbria,Lezioni di inglese,13
5923,2020,3,Umbria,Personal trainer,18
5924,2020,3,Umbria,Psicologo,35
5925,2020,3,Umbria,Riparazione console videogiochi,11
5926,2020,3,Umbria,Sgombero cantine e soffitte,5
5927,2020,3,Valle d'Aosta,Aria Condizionata,5
5928,2020,3,Valle d'Aosta,Cura giardino,1
5929,2020,3,Valle d'Aosta,Installazione pannelli solari,1
5930,2020,3,Valle d'Aosta,Installazione piscina,1
5931,2020,3,Valle d'Aosta,Installazione zanzariera,1
5932,2020,3,Valle d'Aosta,Personal trainer,3
5933,2020,3,Valle d'Aosta,Psicologo,3
5934,2020,3,Veneto,Aria Condizionata,217
5935,2020,3,Veneto,Cura giardino,86
5936,2020,3,Veneto,Imbianchino,225
5937,2020,3,Veneto,Installazione barbecue,3
5938,2020,3,Veneto,Installazione pannelli solari,20
5939,2020,3,Veneto,Installazione piscina,75
5940,2020,3,Veneto,Installazione tende da sole,22
5941,2020,3,Veneto,Installazione zanzariera,34
5942,2020,3,Veneto,Lezioni di inglese,48
5943,2020,3,Veneto,Personal trainer,161
5944,2020,3,Veneto,Psicologo,160
5945,2020,3,Veneto,Riparazione console videogiochi,69
5946,2020,3,Veneto,Sgombero cantine e soffitte,12
5947,2020,4,Abruzzo,Aria Condizionata,35
5948,2020,4,Abruzzo,Cura giardino,27
5949,2020,4,Abruzzo,Imbianchino,42
5950,2020,4,Abruzzo,Installazione pannelli solari,8
5951,2020,4,Abruzzo,Installazione piscina,46
5952,2020,4,Abruzzo,Installazione tende da sole,12
5953,2020,4,Abruzzo,Installazione zanzariera,18
5954,2020,4,Abruzzo,Lezioni di inglese,6
5955,2020,4,Abruzzo,Personal trainer,21
5956,2020,4,Abruzzo,Psicologo,39
5957,2020,4,Abruzzo,Riparazione console videogiochi,17
5958,2020,4,Abruzzo,Sgombero cantine e soffitte,2
5959,2020,4,Basilicata,Aria Condizionata,1
5960,2020,4,Basilicata,Cura giardino,2
5961,2020,4,Basilicata,Imbianchino,5
5962,2020,4,Basilicata,Installazione pannelli solari,1
5963,2020,4,Basilicata,Installazione piscina,7
5964,2020,4,Basilicata,Installazione tende da sole,3
5965,2020,4,Basilicata,Installazione zanzariera,3
5966,2020,4,Basilicata,Lezioni di inglese,3
5967,2020,4,Basilicata,Personal trainer,4
